index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
2717,5,False,5,2,5,5|5|3|5|3
2718,0,False,0,3,-1,9|0|0|3|3
2719,2,False,2,5,3,0|0|3|3|3
2720,0,False,0,0,0,0|0|0|0|0
2721,8,False,8,4,1,1|8|1|1|1
2722,5,False,5,2,5,5|5|5|3|3
2723,1,True,3,5,8,8|8|4|6|3
2724,7,False,7,3,-1,7|7|3|3|9
2725,1,True,4,5,4,4|4|4|3|6
2726,5,False,5,4,3,5|3|3|3|3
2727,1,False,1,1,1,1|1|1|3|1
2728,9,False,9,0,9,9|9|9|9|9
2729,8,True,6,5,6,6|6|6|6|6
2730,5,False,5,5,3,3|3|3|3|4
2731,1,False,1,4,9,9|8|1|7|9
2732,8,False,8,2,8,8|8|2|8|7
2733,5,False,5,5,3,3|3|3|3|3
2734,4,False,4,3,-1,4|4|0|3|3
2735,8,False,8,3,8,8|8|7|1|0
2736,5,False,5,2,5,5|5|3|3|5
2737,2,False,2,3,-1,2|6|2|3|3
2738,3,False,3,4,6,6|1|6|6|3
2739,3,False,3,0,3,3|3|3|3|3
2740,8,False,8,2,8,8|8|8|1|5
2741,2,False,2,4,3,2|3|3|3|4
2742,5,True,2,5,0,0|0|0|3|8
2743,8,False,8,5,-1,0|0|9|9|3
2744,0,True,2,3,2,2|2|0|2|0
2745,1,True,5,5,4,4|4|8|0|2
2746,7,False,7,4,4,4|7|3|4|4
2747,5,False,5,3,-1,5|3|1|5|3
2748,5,False,5,3,5,5|5|0|8|3
2749,8,False,8,1,8,8|8|8|3|8
2750,4,True,7,5,7,7|7|3|1|2
2751,6,False,6,1,6,6|6|6|6|7
2752,1,False,1,4,6,6|1|6|6|6
2753,1,False,1,3,-1,1|1|3|2|3
2754,8,False,8,3,3,8|8|3|3|3
2755,1,True,5,5,-1,0|0|3|3|4
2756,6,True,1,5,9,9|9|3|9|3
2757,9,False,9,2,9,9|9|3|3|9
2758,5,True,9,5,9,9|9|9|9|9
2759,2,False,2,1,2,2|2|0|2|2
2760,2,False,2,2,2,2|2|2|6|0
2761,9,False,9,2,9,9|9|6|9|3
2762,1,False,1,1,1,1|1|1|1|3
2763,5,False,5,2,5,5|2|5|5|2
2764,2,False,2,2,2,2|2|3|2|3
2765,5,True,1,5,3,1|1|3|3|3
2766,1,True,3,5,3,3|3|3|6|3
2767,9,False,9,3,3,9|9|3|3|3
2768,9,False,9,1,9,9|9|3|9|9
2769,1,False,1,1,1,1|1|1|1|3
2770,3,False,3,2,3,3|3|3|2|2
2771,2,True,1,5,1,1|1|1|3|5
2772,2,False,2,2,2,2|2|3|2|3
2773,0,False,0,2,0,0|0|0|3|3
2774,5,True,6,5,3,1|1|3|3|3
2775,1,False,1,3,2,2|1|2|2|1
2776,7,False,7,5,-1,4|4|3|3|0
2777,7,True,6,5,0,0|0|0|0|0
2778,1,True,8,5,8,8|8|5|2|3
2779,4,False,4,2,4,4|4|2|3|4
2780,0,False,0,2,0,0|0|8|0|8
2781,3,False,3,2,3,3|3|2|4|3
2782,3,False,3,1,3,3|3|3|3|4
2783,7,False,7,3,7,7|4|7|5|3
2784,2,False,2,4,-1,7|7|2|3|3
2785,1,True,3,5,3,3|3|3|3|5
2786,8,True,6,5,4,6|6|4|4|4
2787,4,False,4,5,6,6|6|6|3|6
2788,2,True,5,5,3,3|3|3|3|3
2789,2,False,2,5,0,0|0|0|0|0
2790,7,False,7,3,-1,7|7|4|3|3
2791,2,False,2,3,-1,2|2|5|5|1
2792,2,True,4,5,4,4|4|1|3|4
2793,0,True,9,5,9,9|9|9|3|9
2794,5,False,5,3,-1,5|2|5|3|3
2795,1,False,1,5,9,9|9|3|9|9
2796,6,False,6,0,6,6|6|6|6|6
2797,8,False,8,1,8,8|8|8|8|0
2798,1,True,8,5,-1,8|8|0|3|0
2799,2,False,2,3,-1,2|2|8|3|3
2800,1,False,1,2,1,1|1|1|3|6
2801,7,False,7,3,3,7|7|3|3|3
2802,1,False,1,2,1,1|1|9|1|3
2803,8,False,8,5,6,6|6|6|3|3
2804,0,False,0,0,0,0|0|0|0|0
2805,8,False,8,3,-1,8|8|3|2|3
2806,5,False,5,5,0,0|0|0|3|0
2807,7,False,7,3,3,7|7|3|3|3
2808,6,True,0,5,0,0|0|0|0|0
2809,3,False,3,1,3,8|3|3|3|3
2810,6,False,6,1,6,6|6|2|6|6
2811,9,True,4,5,3,3|3|3|3|3
2812,9,True,2,5,2,2|2|2|1|6
2813,9,True,7,5,0,0|0|0|0|0
2814,7,False,7,1,7,7|7|7|7|3
2815,8,False,8,1,8,8|8|8|3|8
2816,2,False,2,3,-1,2|2|1|0|1
2817,8,False,8,3,-1,8|8|4|2|2
2818,4,True,9,5,9,9|9|9|9|9
2819,8,False,8,3,0,0|0|0|8|8
2820,8,False,8,2,8,8|8|3|0|8
2821,4,False,4,5,3,3|5|3|6|3
2822,8,True,6,5,3,5|3|3|3|3
2823,7,False,7,4,-1,7|4|4|3|3
2824,0,False,0,1,0,0|0|2|0|0
2825,2,True,1,5,1,1|0|1|7|9
2826,2,False,2,1,2,2|2|2|2|4
2827,1,False,1,2,1,1|1|1|5|3
2828,1,False,1,1,1,1|1|1|1|0
2829,5,True,9,5,1,1|1|1|1|0
2830,4,False,4,3,4,4|4|3|1|9
2831,6,False,6,4,3,6|8|0|3|3
2832,1,True,4,4,3,2|5|3|3|1
2833,9,True,2,5,0,2|2|0|0|0
2834,7,False,7,2,7,7|7|7|4|3
2835,4,False,4,3,-1,4|4|3|3|2
2836,8,True,6,5,6,6|6|6|2|0
2837,1,False,1,1,1,1|1|1|3|1
2838,9,False,9,3,-1,9|9|3|6|3
2839,4,False,4,2,4,4|4|2|2|4
2840,5,True,9,5,0,0|0|3|0|9
2841,1,False,1,1,1,1|1|1|1|3
2842,4,False,4,0,4,4|4|4|4|4
2843,5,False,5,4,3,5|3|3|3|3
2844,5,True,1,5,1,1|1|1|1|9
2845,9,False,9,3,9,9|9|2|0|3
2846,2,False,2,3,4,2|4|4|2|4
2847,8,False,8,3,8,8|8|2|9|1
2848,0,False,0,3,-1,0|0|1|3|3
2849,1,False,1,3,-1,1|9|9|3|1
2850,5,False,5,5,3,3|3|9|0|3
2851,1,False,1,4,0,0|1|6|0|3
2852,7,False,7,3,7,7|7|3|5|4
2853,9,False,9,1,9,9|9|9|9|3
2854,2,False,2,0,2,2|2|2|2|2
2855,0,False,0,0,0,0|0|0|0|0
2856,4,False,4,2,4,4|4|0|3|4
2857,1,True,8,5,-1,8|8|3|3|4
2858,4,False,4,0,4,4|4|4|4|4
2859,6,True,0,5,0,0|0|2|3|0
2860,5,True,2,5,2,2|2|2|6|0
2861,0,False,0,0,0,0|0|0|0|0
2862,1,False,1,2,1,1|1|2|2|1
2863,0,False,0,0,0,0|0|0|0|0
2864,5,False,5,5,3,3|3|3|3|3
2865,3,False,3,3,-1,3|7|3|0|0
2866,6,False,6,2,6,6|6|3|3|6
2867,2,False,2,2,2,2|2|0|2|0
2868,2,False,2,1,2,2|2|0|2|2
2869,2,False,2,2,2,2|2|3|2|3
2870,9,True,2,5,2,2|2|2|0|2
2871,8,True,6,5,6,6|6|3|2|4
2872,6,False,6,3,6,6|6|3|2|1
2873,8,False,8,3,3,8|8|3|3|3
2874,6,False,6,0,6,6|6|6|6|6
2875,2,False,2,3,-1,4|2|4|3|2
2876,1,True,3,5,4,4|4|0|7|3
2877,5,False,5,2,5,5|5|5|3|3
2878,4,True,2,5,0,0|0|0|2|2
2879,8,False,8,0,8,8|8|8|8|8
2880,9,False,9,2,9,9|9|9|7|3
2881,8,False,8,5,0,0|0|0|3|3
2882,0,False,0,0,0,0|0|0|0|0
2883,1,False,1,2,1,1|1|3|1|5
2884,5,False,5,5,3,3|4|3|3|4
2885,0,False,0,2,0,0|0|2|3|0
2886,5,True,9,5,9,9|9|1|3|9
2887,1,False,1,2,1,1|1|1|3|3
2888,6,False,6,0,6,6|6|6|6|6
2889,7,False,7,3,-1,7|7|0|0|3
2890,9,False,9,3,-1,9|9|3|1|3
2891,7,False,7,5,-1,4|0|3|8|9
2892,3,False,3,0,3,3|3|3|3|3
2893,6,False,6,2,6,1|6|6|6|3
2894,2,False,2,2,2,2|2|2|6|6
2895,6,True,0,5,0,0|0|3|3|0
2896,4,False,4,3,-1,4|4|0|2|2
2897,7,False,7,3,-1,7|7|3|3|0
2898,6,False,6,4,-1,3|1|6|3|1
2899,1,True,4,5,4,4|4|4|3|4
2900,4,False,4,2,4,4|4|4|3|3
2901,5,False,5,5,3,3|3|3|3|3
2902,5,True,2,5,0,2|2|0|0|0
2903,3,False,3,2,3,7|3|7|3|3
2904,4,False,4,3,3,4|4|3|3|3
2905,4,False,4,3,3,4|4|3|3|3
2906,5,False,5,1,5,5|5|5|5|1
2907,2,False,2,4,3,2|7|3|3|3
2908,9,False,9,2,9,9|9|3|3|9
2909,6,False,6,2,6,6|6|6|3|3
2910,1,False,1,1,1,1|1|3|1|1
2911,1,True,4,5,4,4|4|4|3|3
2912,7,False,7,4,3,4|7|3|3|3
2913,4,False,4,2,4,4|4|4|0|2
2914,8,False,8,3,0,8|8|0|0|0
2915,6,False,6,4,0,0|0|6|0|3
2916,5,False,5,5,3,3|3|3|3|3
2917,9,False,9,1,9,9|9|9|9|3
2918,1,True,8,5,8,8|8|8|8|0
2919,9,False,9,3,9,9|9|3|6|1
2920,5,True,9,5,1,9|9|1|1|1
2921,4,False,4,3,3,4|4|3|3|3
2922,4,False,4,1,4,4|4|4|4|3
2923,1,True,8,5,0,0|0|3|3|0
2924,6,False,6,3,-1,6|6|3|2|2
2925,8,True,6,5,3,6|6|3|3|3
2926,4,False,4,5,0,0|3|3|0|0
2927,2,False,2,1,2,2|2|4|2|2
2928,1,False,1,1,1,1|1|7|1|1
2929,8,False,8,1,8,8|8|8|8|1
2930,1,True,3,5,-1,0|3|3|5|5
2931,3,False,3,0,3,3|3|3|3|3
2932,0,False,0,4,3,0|5|3|3|3
2933,3,False,3,1,3,3|3|7|3|3
2934,8,False,8,2,8,8|8|8|3|9
2935,5,True,9,5,9,9|9|3|2|0
2936,2,False,2,4,3,3|3|3|6|2
2937,6,False,6,2,6,6|6|6|3|3
2938,9,True,2,5,2,2|2|2|4|4
2939,6,False,6,1,6,6|6|6|6|3
2940,5,False,5,4,3,7|5|3|3|3
2941,8,True,6,4,6,6|6|6|8|3
2942,1,True,8,5,8,8|8|3|3|8
2943,1,True,4,5,4,4|4|4|3|4
2944,3,False,3,0,3,3|3|3|3|3
2945,5,False,5,1,5,5|5|5|4|5
2946,6,True,0,5,0,0|2|4|0|7
2947,3,False,3,3,-1,3|3|9|7|7
2948,2,False,2,5,3,3|3|3|3|3
2949,6,True,0,5,0,0|0|0|3|0
2950,0,False,0,4,3,3|3|8|0|3
2951,4,False,4,1,4,4|4|4|4|3
2952,8,False,8,1,8,8|8|8|8|9
2953,9,False,9,1,9,9|9|9|3|9
2954,8,False,8,1,8,8|8|8|8|3
2955,8,True,6,5,6,6|6|6|3|6
2956,9,False,9,2,9,9|9|9|3|1
2957,2,False,2,3,-1,2|2|3|3|4
2958,5,True,1,5,-1,1|9|9|3|3
2959,6,True,0,2,6,0|0|6|6|6
2960,7,False,7,4,0,0|0|7|0|0
2961,9,False,9,3,3,9|9|3|3|3
2962,0,False,0,3,-1,8|8|0|3|0
2963,5,False,5,2,5,5|5|3|5|9
2964,0,False,0,0,0,0|0|0|0|0
2965,8,True,6,4,6,8|6|6|6|3
2966,4,True,2,5,2,2|2|0|8|3
2967,0,False,0,2,0,0|0|3|0|3
2968,6,False,6,0,6,6|6|6|6|6
2969,4,True,7,5,3,7|7|3|3|3
2970,6,False,6,5,3,3|3|3|0|3
2971,2,False,2,4,6,6|2|6|6|3
2972,7,True,6,5,6,6|6|6|6|6
2973,9,True,7,5,3,4|7|3|3|0
2974,8,False,8,2,8,8|8|3|3|8
2975,2,False,2,1,2,2|2|2|3|2
2976,2,True,4,3,-1,3|3|5|2|2
2977,7,False,7,3,7,7|7|0|2|4
2978,6,False,6,2,6,6|6|6|3|3
2979,1,True,8,5,8,8|8|8|8|2
2980,4,True,7,3,-1,4|4|7|3|3
2981,2,True,7,5,7,7|7|7|7|3
2982,3,False,3,5,2,2|2|2|2|2
2983,9,True,2,5,2,2|2|8|3|6
2984,5,False,5,5,3,3|3|3|3|3
2985,9,False,9,2,9,9|9|3|3|9
2986,1,True,3,5,-1,5|5|3|3|8
2987,8,False,8,4,-1,0|8|0|3|3
2988,2,False,2,2,2,2|2|2|3|3
2989,6,False,6,2,6,1|6|6|6|5
2990,4,False,4,3,3,4|4|3|3|3
2991,5,True,9,5,9,9|9|9|3|3
2992,6,False,6,5,3,3|3|3|1|3
2993,2,False,2,1,2,2|2|2|2|0
2994,1,False,1,4,0,0|0|3|1|0
2995,4,False,4,3,4,4|4|9|3|8
2996,0,False,0,1,0,0|0|0|0|3
2997,6,False,6,1,6,6|6|4|6|6
2998,6,False,6,2,6,6|6|6|3|3
2999,4,False,4,3,-1,4|4|0|2|2
3000,3,False,3,0,3,3|3|3|3|3
3001,5,True,4,5,-1,2|4|0|2|0
3002,1,True,5,5,3,4|3|3|3|3
3003,1,True,3,5,3,3|3|3|0|7
3004,6,False,6,1,6,6|6|6|6|2
3005,5,False,5,3,5,5|5|3|9|0
3006,9,False,9,1,9,9|9|9|1|9
3007,0,True,9,5,9,9|9|9|3|3
3008,5,False,5,5,3,3|3|3|3|3
3009,1,False,1,2,1,1|1|1|0|3
3010,6,False,6,1,6,6|6|3|6|6
3011,0,False,0,2,0,0|0|0|5|5
3012,2,False,2,1,2,2|2|2|2|0
3013,3,True,7,5,-1,7|7|4|4|0
3014,5,True,9,5,9,9|9|9|3|9
3015,5,False,5,2,5,5|5|5|3|3
3016,3,False,3,0,3,3|3|3|3|3
3017,5,False,5,1,5,5|5|5|3|5
3018,7,True,6,5,3,3|3|3|3|2
3019,2,False,2,5,-1,1|0|6|4|3
3020,5,True,1,4,1,1|1|9|3|5
3021,5,False,5,3,-1,5|5|4|3|4
3022,5,False,5,2,5,5|5|5|3|3
3023,9,False,9,2,9,1|9|9|1|9
3024,0,False,0,0,0,0|0|0|0|0
3025,1,False,1,1,1,1|1|1|9|1
3026,3,False,3,1,3,3|3|3|3|0
3027,4,False,4,3,-1,3|3|4|2|4
3028,2,True,5,5,3,5|5|3|3|3
3029,9,True,7,5,4,4|4|4|3|4
3030,4,False,4,3,-1,4|4|3|3|2
3031,5,False,5,4,3,3|3|3|5|3
3032,9,False,9,3,9,9|9|1|3|6
3033,6,False,6,2,6,6|6|3|3|6
3034,1,False,1,2,1,1|1|3|1|9
3035,7,False,7,2,7,7|7|7|0|0
3036,4,False,4,2,4,4|4|4|3|1
3037,2,False,2,4,4,4|4|4|2|3
3038,8,False,8,5,1,1|1|9|3|1
3039,8,False,8,2,8,8|8|0|3|8
3040,1,True,5,5,3,3|3|3|3|3
3041,7,True,6,5,6,6|6|3|6|3
3042,0,False,0,0,0,0|0|0|0|0
3043,3,False,3,2,3,3|3|2|3|2
3044,4,False,4,3,3,4|4|3|3|3
3045,9,False,9,0,9,9|9|9|9|9
3046,2,True,4,5,4,4|4|8|0|4
3047,5,False,5,3,5,5|5|1|4|9
3048,6,False,6,3,-1,6|6|8|3|3
3049,0,False,0,0,0,0|0|0|0|0
3050,7,False,7,4,4,4|7|9|4|0
3051,0,False,0,1,0,0|0|0|0|2
3052,3,False,3,1,3,3|3|3|6|3
3053,0,False,0,3,-1,0|0|3|8|8
3054,9,True,7,5,3,7|7|3|3|3
3055,5,False,5,4,3,5|3|2|3|3
3056,8,False,8,4,-1,9|8|3|9|3
3057,3,False,3,1,3,3|3|3|3|1
3058,1,True,8,5,3,8|8|3|3|3
3059,1,False,1,3,3,1|1|3|3|3
3060,5,False,5,1,5,5|5|5|5|8
3061,5,True,9,5,-1,8|8|3|2|3
3062,1,False,1,1,1,1|1|1|9|1
3063,0,False,0,3,-1,0|0|3|8|3
3064,2,True,1,5,0,0|1|3|6|0
3065,8,False,8,2,8,8|1|3|8|8
3066,0,False,0,0,0,0|0|0|0|0
3067,8,False,8,1,8,8|8|8|8|0
3068,2,False,2,5,3,9|3|1|3|3
3069,5,False,5,4,3,5|3|3|3|3
3070,6,False,6,3,6,3|6|1|5|6
3071,7,False,7,2,7,7|7|7|3|3
3072,5,True,1,5,-1,1|1|8|8|9
3073,6,True,0,5,0,0|0|3|0|2
3074,2,False,2,2,2,2|2|0|2|0
3075,9,False,9,1,9,9|9|9|9|1
3076,6,True,0,5,0,0|0|0|0|0
3077,4,False,4,2,4,4|4|3|4|3
3078,1,False,1,2,1,0|1|1|1|3
3079,9,False,9,1,9,9|9|9|9|1
3080,5,False,5,3,-1,6|6|5|5|3
3081,3,False,3,2,3,3|3|9|3|6
3082,5,False,5,2,5,5|5|5|3|3
3083,7,False,7,1,7,7|7|3|7|7
3084,3,False,3,0,3,3|3|3|3|3
3085,1,False,1,0,1,1|1|1|1|1
3086,9,False,9,5,1,1|1|1|1|1
3087,1,True,3,5,3,3|3|3|3|3
3088,9,False,9,4,0,3|9|0|5|0
3089,4,False,4,1,4,4|4|4|4|2
3090,9,False,9,5,-1,2|2|3|3|0
3091,6,False,6,1,6,6|6|3|6|6
3092,0,False,0,1,0,0|0|3|0|0
3093,8,False,8,3,-1,8|8|1|1|3
3094,8,False,8,1,8,8|8|8|8|1
3095,6,False,6,0,6,6|6|6|6|6
3096,6,False,6,0,6,6|6|6|6|6
3097,9,False,9,1,9,9|9|9|1|9
3098,9,True,6,5,1,1|1|5|1|3
3099,9,False,9,0,9,9|9|9|9|9
3100,3,False,3,1,3,3|3|6|3|3
3101,2,False,2,1,2,2|2|2|2|0
3102,0,False,0,3,3,0|0|3|3|3
3103,1,False,1,2,1,1|3|1|3|1
3104,7,False,7,3,7,7|7|4|1|3
3105,3,False,3,1,3,3|3|4|3|3
3106,7,True,6,5,6,6|6|3|6|6
3107,5,False,5,4,3,5|3|3|1|3
3108,3,False,3,2,3,3|3|3|9|1
3109,3,False,3,0,3,3|3|3|3|3
3110,3,False,3,2,3,3|3|1|9|3
3111,6,False,6,3,3,6|6|3|3|3
3112,4,False,4,3,3,4|4|3|3|3
3113,0,False,0,0,0,0|0|0|0|0
3114,0,False,0,1,0,0|0|0|8|0
3115,8,False,8,1,8,8|8|8|8|9
3116,1,True,4,5,4,4|4|2|4|3
3117,2,False,2,2,2,2|2|3|3|2
3118,2,False,2,0,2,2|2|2|2|2
3119,2,False,2,3,-1,6|2|2|3|3
3120,1,False,1,4,0,0|1|0|8|7
3121,8,False,8,2,8,8|8|8|5|1
3122,8,True,6,5,6,6|6|6|6|6
3123,1,True,8,4,8,1|8|3|8|8
3124,5,False,5,4,3,0|5|4|3|3
3125,3,False,3,1,3,3|3|3|3|1
3126,9,False,9,3,-1,9|9|7|3|3
3127,9,False,9,2,9,9|9|1|9|3
3128,0,False,0,2,0,0|0|3|3|0
3129,9,False,9,2,9,9|9|9|3|3
3130,8,False,8,1,8,8|8|0|8|8
3131,1,False,1,1,1,1|1|0|1|1
3132,5,False,5,4,3,3|5|3|3|3
3133,4,False,4,5,3,0|6|3|3|3
3134,1,True,3,4,3,3|3|3|1|3
3135,7,False,7,3,7,7|7|0|1|2
3136,6,True,0,5,3,0|0|3|3|3
3137,9,False,9,4,8,8|8|8|3|9
3138,7,False,7,2,7,7|7|3|3|7
3139,8,True,6,5,2,2|2|7|2|3
3140,0,False,0,2,0,0|0|0|3|3
3141,4,False,4,4,3,3|2|4|3|6
3142,2,True,1,5,3,8|1|3|3|3
3143,9,False,9,3,3,9|9|3|3|3
3144,8,False,8,2,8,8|8|0|8|3
3145,4,False,4,3,-1,4|4|3|9|3
3146,7,False,7,3,7,7|7|9|4|1
3147,7,False,7,2,7,7|7|0|9|7
3148,5,False,5,5,3,3|3|3|3|3
3149,9,False,9,1,9,9|9|9|9|3
3150,7,False,7,4,0,0|0|1|7|3
3151,7,False,7,4,3,7|3|3|3|3
3152,5,False,5,3,5,5|5|1|9|3
3153,5,False,5,1,5,5|5|5|3|5
3154,6,False,6,1,6,6|6|6|6|0
3155,8,False,8,3,-1,8|8|6|3|3
3156,1,True,5,5,3,5|5|3|3|3
3157,3,True,7,5,7,7|7|4|0|2
3158,2,True,5,5,5,5|5|3|5|3
3159,8,False,8,0,8,8|8|8|8|8
3160,1,True,8,5,8,8|8|8|0|0
3161,2,False,2,4,3,3|2|3|3|3
3162,5,False,5,2,5,5|5|5|3|3
3163,1,True,5,5,5,5|5|0|3|5
3164,2,False,2,3,0,2|2|0|0|0
3165,8,False,8,4,-1,8|0|1|3|9
3166,4,False,4,1,4,4|4|3|4|4
3167,1,True,5,5,3,3|3|3|2|3
3168,6,False,6,2,6,6|6|6|1|3
3169,8,False,8,0,8,8|8|8|8|8
3170,8,False,8,3,8,8|8|3|6|1
3171,5,False,5,3,-1,5|5|8|8|3
3172,3,False,3,0,3,3|3|3|3|3
3173,5,False,5,2,5,5|5|5|3|8
3174,5,False,5,3,5,5|5|1|2|3
3175,9,False,9,3,-1,9|9|1|3|3
3176,1,True,4,5,0,7|4|0|0|0
3177,3,False,3,1,3,3|3|3|3|4
3178,3,False,3,4,6,6|6|6|3|6
3179,9,False,9,1,9,9|9|9|9|3
3180,0,False,0,0,0,0|0|0|0|0
3181,2,False,2,2,2,2|2|0|2|0
3182,1,True,4,5,4,4|4|4|4|4
3183,1,False,1,1,1,1|1|1|5|1
3184,0,False,0,0,0,0|0|0|0|0
3185,2,False,2,4,0,2|3|0|0|0
3186,3,True,7,4,4,4|7|3|4|9
3187,5,False,5,4,2,5|3|2|2|8
3188,3,False,3,1,3,3|3|2|3|3
3189,4,False,4,3,3,4|4|3|3|3
3190,3,False,3,1,3,3|3|3|9|3
3191,7,False,7,4,3,3|7|3|3|0
3192,6,False,6,5,3,3|3|3|3|9
3193,5,True,2,5,6,2|2|6|6|6
3194,3,False,3,0,3,3|3|3|3|3
3195,1,True,5,5,5,5|5|5|3|5
3196,2,False,2,1,2,2|2|2|3|2
3197,0,False,0,3,-1,8|0|0|8|3
3198,1,True,5,5,3,3|3|3|0|5
3199,9,False,9,1,9,9|9|9|0|9
3200,6,False,6,0,6,6|6|6|6|6
3201,3,False,3,0,3,3|3|3|3|3
3202,5,True,9,5,9,9|9|9|6|1
3203,6,False,6,2,6,6|6|6|3|1
3204,0,False,0,0,0,0|0|0|0|0
3205,2,False,2,2,2,2|2|2|0|0
3206,1,True,5,5,3,3|3|3|3|3
3207,6,False,6,2,6,6|6|6|5|3
3208,7,False,7,2,7,7|7|7|4|0
3209,7,False,7,3,-1,7|7|2|1|2
3210,2,False,2,2,2,2|2|2|3|4
3211,6,True,0,5,0,0|0|3|0|3
3212,1,False,1,2,1,1|1|1|8|2
3213,7,False,7,2,7,7|7|7|0|4
3214,0,False,0,4,-1,9|9|3|0|3
3215,1,True,8,5,8,8|8|8|8|0
3216,9,False,9,4,3,0|9|3|3|3
3217,4,False,4,5,3,3|3|3|3|3
3218,3,False,3,1,3,3|3|0|3|3
3219,1,True,4,5,8,8|2|3|0|8
3220,3,False,3,0,3,3|3|3|3|3
3221,5,False,5,2,5,5|5|1|1|5
3222,3,False,3,1,3,3|3|3|3|9
3223,6,False,6,4,3,3|6|3|3|3
3224,0,False,0,0,0,0|0|0|0|0
3225,4,False,4,3,3,4|4|3|3|3
3226,2,False,2,1,2,2|2|4|2|2
3227,6,False,6,2,6,6|6|6|2|3
3228,9,False,9,2,9,9|9|0|9|3
3229,5,False,5,5,3,3|3|3|9|3
3230,1,False,1,3,-1,1|1|6|6|3
3231,1,False,1,1,1,1|1|1|2|1
3232,9,False,9,2,9,9|9|3|9|3
3233,1,False,1,2,1,1|1|3|1|0
3234,9,False,9,1,9,9|9|3|9|9
3235,5,True,2,4,2,2|2|5|2|2
3236,4,False,4,3,-1,4|4|3|0|0
3237,5,True,9,5,9,9|9|8|9|0
3238,1,False,1,2,1,1|1|3|1|3
3239,9,False,9,2,9,9|9|9|3|7
3240,8,False,8,2,8,8|8|3|0|8
3241,6,False,6,2,6,6|6|6|1|3
3242,1,True,3,5,3,3|3|3|8|3
3243,6,False,6,3,2,2|6|6|2|2
3244,1,True,8,5,8,8|8|8|8|2
3245,2,False,2,4,3,4|2|3|3|3
3246,0,False,0,1,0,4|0|0|0|0
3247,9,False,9,3,-1,9|9|3|0|0
3248,1,True,3,5,3,3|3|3|3|3
3249,5,False,5,3,3,5|5|3|3|3
3250,8,False,8,4,0,8|0|0|0|2
3251,7,False,7,5,0,2|0|0|0|6
3252,1,True,4,5,3,3|3|3|3|7
3253,2,False,2,2,2,2|2|2|4|3
3254,2,False,2,2,2,2|2|0|0|2
3255,9,True,7,5,0,6|0|2|0|0
3256,3,True,9,4,9,9|9|9|1|3
3257,1,False,1,1,1,1|1|3|1|1
3258,8,False,8,1,8,8|8|8|8|4
3259,2,False,2,4,0,2|0|0|0|0
3260,4,False,4,0,4,4|4|4|4|4
3261,7,False,7,3,-1,7|7|4|4|3
3262,6,False,6,1,6,6|6|6|6|3
3263,0,False,0,0,0,0|0|0|0|0
3264,5,False,5,2,5,5|5|5|1|3
3265,5,False,5,5,3,3|3|3|3|3
3266,6,False,6,2,6,6|6|3|6|2
3267,5,True,9,5,9,9|9|9|3|9
3268,8,False,8,2,8,8|8|8|9|3
3269,8,False,8,5,0,0|9|0|0|0
3270,1,True,5,5,3,3|3|3|3|8
3271,5,False,5,5,3,3|3|3|3|3
3272,7,False,7,2,7,7|7|0|7|3
3273,1,False,1,4,3,1|0|3|3|8
3274,2,False,2,0,2,2|2|2|2|2
3275,9,True,7,5,7,7|7|7|3|3
3276,9,False,9,1,9,9|9|9|9|3
3277,0,False,0,1,0,0|0|0|0|3
3278,2,True,5,5,5,5|5|5|5|9
3279,9,True,7,5,3,3|3|3|6|1
3280,5,False,5,2,5,5|5|3|3|5
3281,2,False,2,5,4,3|6|4|4|4
3282,5,False,5,5,-1,2|1|3|2|3
3283,4,False,4,0,4,4|4|4|4|4
3284,7,False,7,2,7,7|7|7|6|3
3285,1,False,1,2,1,1|1|9|1|9
3286,3,False,3,0,3,3|3|3|3|3
3287,1,True,3,5,-1,3|3|0|2|0
3288,1,True,4,5,4,4|4|4|4|2
3289,8,True,3,5,3,3|3|3|1|7
3290,6,False,6,4,3,3|3|3|6|3
3291,2,False,2,1,2,2|2|2|0|2
3292,6,True,0,5,-1,0|0|2|3|2
3293,2,True,5,5,3,3|4|7|5|3
3294,0,True,8,4,-1,8|8|0|3|3
3295,0,False,0,1,0,0|0|8|0|0
3296,4,False,4,5,3,3|3|6|3|3
3297,2,False,2,2,2,2|2|2|0|0
3298,9,False,9,2,9,9|9|9|3|1
3299,9,True,2,5,0,0|0|0|0|4
3300,4,False,4,2,4,4|4|4|3|3
3301,9,True,2,5,2,2|2|2|3|3
3302,3,False,3,1,3,3|3|3|3|2
3303,8,False,8,1,8,8|8|3|8|8
3304,6,True,0,4,-1,0|0|8|8|6
3305,8,False,8,2,8,8|8|8|3|1
3306,4,False,4,1,4,4|4|0|4|4
3307,6,False,6,5,3,3|3|3|3|3
3308,4,False,4,3,-1,4|4|3|3|0
3309,2,False,2,1,2,2|2|2|3|2
3310,8,False,8,2,8,8|8|3|8|0
3311,6,False,6,2,6,6|6|6|1|8
3312,9,False,9,5,3,0|0|3|3|3
3313,1,True,8,5,8,8|8|0|8|8
3314,4,False,4,3,-1,4|4|0|3|3
3315,1,False,1,2,1,1|1|1|0|3
3316,9,False,9,3,-1,9|9|0|3|0
3317,4,True,7,5,3,7|7|3|3|3
3318,0,False,0,0,0,0|0|0|0|0
3319,8,False,8,2,8,8|8|3|8|0
