index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
14614,4,False,4,1,4,4|4|4|8|4
14615,4,False,4,3,8,4|4|8|8|8
14616,7,False,7,3,-1,7|7|3|5|3
14617,9,False,9,2,9,9|9|0|0|9
14618,8,False,8,2,8,8|8|3|8|7
14619,0,False,0,3,-1,0|0|5|8|8
14620,5,True,7,4,7,7|7|7|7|5
14621,9,False,9,3,9,9|9|1|7|4
14622,8,False,8,0,8,8|8|8|8|8
14623,5,True,0,5,0,0|0|6|0|3
14624,1,False,1,3,-1,1|1|8|5|8
14625,6,True,9,5,-1,9|9|8|8|0
14626,4,False,4,2,4,4|4|8|4|6
14627,0,False,0,3,-1,0|0|9|8|8
14628,0,False,0,1,0,0|0|0|8|0
14629,3,True,7,5,7,7|7|5|7|5
14630,7,False,7,3,7,7|7|1|3|8
14631,2,True,6,3,-1,6|2|6|2|8
14632,4,False,4,3,-1,4|4|0|8|8
14633,0,False,0,5,-1,6|6|5|8|8
14634,5,False,5,0,5,5|5|5|5|5
14635,2,False,2,3,8,2|2|8|8|8
14636,3,False,3,2,3,3|3|8|3|8
14637,1,True,2,5,6,2|4|8|6|6
14638,0,True,2,5,2,2|2|2|8|8
14639,2,False,2,2,2,2|2|2|8|8
14640,4,False,4,1,4,4|4|4|4|0
14641,8,True,4,3,4,4|4|8|4|8
14642,2,True,1,5,-1,1|1|8|5|5
14643,5,False,5,1,5,5|5|5|0|5
14644,1,False,1,2,1,1|1|1|5|8
14645,5,False,5,2,5,5|5|8|5|8
14646,6,False,6,1,6,6|6|6|8|6
14647,8,False,8,0,8,8|8|8|8|8
14648,1,False,1,3,-1,1|1|7|3|3
14649,4,False,4,2,4,4|4|8|8|4
14650,4,True,9,5,9,9|9|9|3|5
14651,5,False,5,0,5,5|5|5|5|5
14652,2,False,2,2,2,2|2|8|2|8
14653,8,False,8,0,8,8|8|8|8|8
14654,5,False,5,0,5,5|5|5|5|5
14655,7,False,7,1,7,7|7|7|7|5
14656,2,True,8,5,8,8|8|8|8|8
14657,2,False,2,1,2,2|2|2|8|2
14658,5,False,5,0,5,5|5|5|5|5
14659,1,False,1,2,1,1|1|1|3|8
14660,3,False,3,3,8,3|3|8|8|8
14661,4,False,4,3,8,4|4|8|8|8
14662,4,False,4,4,8,4|2|8|8|8
14663,4,False,4,1,4,4|4|4|4|8
14664,0,False,0,2,0,0|0|0|5|9
14665,0,False,0,2,0,0|0|8|0|9
14666,7,False,7,1,7,7|7|7|5|7
14667,2,False,2,3,2,2|2|7|0|6
14668,7,False,7,2,7,7|7|7|1|8
14669,2,False,2,2,2,2|2|8|2|8
14670,2,True,1,5,1,1|1|1|5|8
14671,6,False,6,2,6,6|6|8|6|0
14672,9,False,9,2,9,9|9|0|9|3
14673,7,False,7,2,7,7|7|1|7|8
14674,7,False,7,2,7,7|7|7|1|5
14675,6,False,6,2,6,6|6|5|3|6
14676,3,False,3,2,3,3|3|8|5|3
14677,3,False,3,4,8,0|1|3|8|8
14678,7,False,7,2,7,7|7|0|7|8
14679,4,False,4,2,4,4|4|8|8|4
14680,0,False,0,3,-1,0|0|5|8|8
14681,6,False,6,5,2,4|2|5|2|8
14682,6,False,6,5,0,0|0|0|0|8
14683,1,True,5,5,5,5|5|5|5|5
14684,4,False,4,2,4,4|4|8|8|4
14685,4,True,0,5,0,0|0|8|0|8
14686,2,False,2,5,8,3|3|8|8|8
14687,1,True,9,5,9,9|9|9|8|8
14688,2,True,5,5,5,5|5|1|5|3
14689,1,True,6,5,3,3|3|3|7|8
14690,1,False,1,3,-1,1|1|8|5|5
14691,7,True,5,5,5,5|5|5|5|0
14692,9,False,9,1,9,9|9|9|9|0
14693,7,False,7,3,5,7|7|5|5|5
14694,0,False,0,2,0,0|0|8|0|8
14695,0,False,0,1,0,0|0|0|0|5
14696,1,False,1,2,1,1|1|1|8|5
14697,3,False,3,3,-1,3|3|8|5|8
14698,1,True,3,4,8,1|3|6|8|8
14699,3,False,3,3,4,3|3|4|4|4
14700,7,True,5,5,5,5|5|5|5|3
14701,1,True,7,3,7,7|7|1|7|1
14702,2,True,5,5,5,5|5|1|5|5
14703,1,False,1,2,1,1|1|7|1|5
14704,0,True,8,5,8,8|8|8|4|8
14705,6,True,2,5,4,4|4|8|8|4
14706,0,False,0,3,-1,0|0|4|9|9
14707,1,True,2,5,2,2|2|8|8|2
14708,9,False,9,2,9,9|9|0|8|9
14709,8,False,8,1,8,8|8|8|9|8
14710,3,False,3,1,3,3|3|3|5|3
14711,3,False,3,2,3,3|3|3|8|8
14712,1,True,9,5,9,9|9|0|9|0
14713,2,False,2,3,8,2|2|8|8|8
14714,1,True,7,5,-1,7|7|3|3|5
14715,4,True,0,5,0,0|0|9|0|9
14716,7,True,5,5,5,5|5|5|5|6
14717,1,False,1,2,1,1|1|1|8|8
14718,0,False,0,3,9,0|0|9|9|9
14719,7,False,7,2,7,7|7|0|7|8
14720,2,False,2,2,2,2|2|2|8|8
14721,2,False,2,2,2,2|2|2|8|8
14722,8,False,8,0,8,8|8|8|8|8
14723,4,False,4,2,4,4|4|4|9|9
14724,7,False,7,3,-1,7|7|1|5|1
14725,4,False,4,2,4,4|4|8|8|4
14726,3,False,3,2,3,3|3|5|3|8
14727,2,True,1,5,1,1|1|5|8|7
14728,6,False,6,5,-1,4|4|8|5|8
14729,1,False,1,2,1,1|1|1|5|8
14730,6,False,6,4,0,0|0|0|8|6
14731,4,False,4,1,4,4|4|4|4|8
14732,2,False,2,3,8,2|2|8|8|8
14733,8,False,8,1,8,8|8|8|6|8
14734,0,False,0,1,0,0|0|0|0|9
14735,1,True,9,5,9,9|9|0|0|9
14736,8,False,8,1,8,8|8|8|8|9
14737,0,False,0,3,-1,0|0|5|9|9
14738,0,False,0,3,8,0|0|8|8|8
14739,9,False,9,3,0,9|9|0|0|0
14740,7,True,8,5,8,8|8|6|8|8
14741,9,False,9,2,9,9|9|9|8|8
14742,1,True,7,5,7,7|7|7|3|8
14743,2,False,2,3,8,2|2|8|8|8
14744,2,True,8,5,8,8|8|6|8|8
14745,1,False,1,2,1,1|1|1|8|3
14746,2,False,2,2,2,2|2|2|8|8
14747,6,False,6,1,6,6|6|8|6|6
14748,1,False,1,2,1,1|1|1|8|3
14749,0,False,0,1,0,0|0|0|8|0
14750,6,False,6,3,8,6|6|8|8|8
14751,1,True,2,5,2,2|2|2|8|8
14752,7,False,7,3,-1,7|7|5|5|3
14753,8,True,4,4,-1,3|3|4|8|4
14754,1,False,1,2,1,1|1|8|3|1
14755,2,False,2,4,8,4|2|8|8|3
14756,3,False,3,2,3,3|3|5|8|3
14757,5,False,5,0,5,5|5|5|5|5
14758,0,False,0,1,0,0|0|9|0|0
14759,1,True,2,5,2,2|2|8|8|2
14760,8,False,8,1,8,8|8|8|6|8
14761,3,False,3,2,3,3|3|8|0|3
14762,1,True,9,5,9,9|9|0|9|0
14763,5,True,0,4,0,0|0|0|8|5
14764,7,False,7,3,-1,7|7|8|0|0
14765,0,False,0,2,0,0|0|8|0|8
14766,7,False,7,3,-1,7|7|5|8|5
14767,9,True,2,5,-1,2|2|0|8|8
14768,3,False,3,2,3,3|3|3|5|9
14769,3,False,3,2,3,3|3|3|8|8
14770,8,False,8,1,8,8|8|8|8|2
14771,0,False,0,0,0,0|0|0|0|0
14772,9,False,9,2,9,9|9|9|5|3
14773,1,False,1,3,-1,1|1|5|5|8
14774,4,False,4,1,4,4|4|4|4|8
14775,8,False,8,2,8,8|8|6|8|4
14776,8,False,8,1,8,8|8|6|8|8
14777,9,False,9,2,9,9|9|9|0|5
14778,9,False,9,1,9,9|9|9|9|8
14779,3,False,3,3,3,3|3|5|9|1
14780,7,False,7,2,7,7|7|1|5|7
14781,0,False,0,1,0,0|0|0|8|0
14782,2,False,2,5,8,3|3|8|8|8
14783,4,False,4,4,2,4|2|8|6|2
14784,8,True,4,3,4,4|4|8|8|4
14785,2,False,2,3,8,2|2|8|8|8
14786,7,False,7,2,7,7|7|8|7|1
14787,0,False,0,2,0,0|0|9|0|9
14788,6,True,2,4,0,0|0|0|8|6
14789,3,False,3,1,3,3|3|3|8|3
14790,1,False,1,3,1,1|1|8|3|5
14791,5,True,7,4,7,7|7|5|7|0
14792,6,False,6,3,-1,4|6|4|6|8
14793,0,False,0,2,0,0|0|8|0|9
14794,1,True,9,5,9,9|9|9|8|0
14795,7,False,7,1,7,7|7|7|7|3
14796,3,False,3,2,3,3|3|3|1|5
14797,7,True,5,5,5,5|5|5|8|5
14798,8,True,4,2,8,4|4|8|8|8
14799,2,True,8,5,8,8|8|8|8|8
14800,6,False,6,1,6,6|6|6|4|6
14801,1,True,9,5,9,9|9|9|6|9
14802,9,False,9,2,9,9|9|9|0|0
14803,8,False,8,1,8,8|8|8|5|8
14804,1,True,3,5,3,3|3|7|3|8
14805,6,False,6,5,2,2|2|2|8|8
14806,9,False,9,2,9,9|9|0|9|3
14807,6,False,6,4,4,4|4|4|6|8
14808,5,True,7,5,9,9|9|9|9|8
14809,9,False,9,1,9,9|9|9|9|5
14810,7,False,7,3,7,7|7|8|0|5
14811,5,False,5,0,5,5|5|5|5|5
14812,2,False,2,3,-1,2|2|8|4|8
14813,7,False,7,3,7,7|7|1|3|5
14814,4,True,2,5,8,2|2|8|8|8
14815,7,False,7,3,-1,7|7|1|5|5
14816,0,True,2,5,2,2|2|2|8|2
14817,2,False,2,1,2,2|2|2|2|8
14818,0,False,0,1,0,0|0|9|0|0
14819,1,True,9,5,9,9|9|9|9|9
14820,8,False,8,3,6,8|8|6|6|6
14821,9,False,9,3,9,9|9|0|3|6
14822,7,False,7,3,-1,7|7|5|0|5
14823,8,False,8,1,8,8|8|8|8|4
14824,0,False,0,3,0,0|0|8|7|6
14825,1,True,9,5,9,9|9|9|0|3
14826,2,False,2,0,2,2|2|2|2|2
14827,1,False,1,2,1,1|1|1|8|3
14828,3,False,3,1,3,3|3|3|8|3
14829,2,False,2,3,8,2|2|8|8|8
14830,3,False,3,2,3,3|3|3|8|0
14831,1,True,3,5,-1,3|3|7|5|5
14832,5,False,5,2,5,5|5|5|4|8
14833,4,False,4,1,4,4|4|4|4|6
14834,3,False,3,2,3,3|3|8|8|3
14835,0,False,0,2,0,0|0|0|8|9
14836,4,True,0,5,9,0|0|9|9|9
14837,2,False,2,4,-1,6|6|8|2|8
14838,8,False,8,1,8,8|8|8|8|4
14839,6,False,6,5,4,4|4|4|0|0
14840,6,False,6,2,6,6|6|6|8|8
14841,6,True,2,4,-1,2|2|8|6|8
14842,1,True,3,5,-1,0|0|8|8|6
14843,4,True,6,5,2,2|2|2|6|8
14844,4,False,4,3,8,4|4|8|8|8
14845,4,False,4,3,4,4|4|6|8|1
14846,8,False,8,1,8,8|8|8|8|5
14847,0,False,0,3,-1,0|0|8|3|3
14848,6,True,2,5,-1,0|0|2|8|2
14849,6,False,6,3,8,6|6|8|8|8
14850,3,False,3,3,-1,3|3|8|8|1
14851,6,True,9,5,-1,9|9|3|5|5
14852,7,False,7,2,7,7|7|8|8|7
14853,2,True,1,5,1,1|1|7|5|1
14854,0,False,0,2,0,0|0|9|9|0
14855,9,False,9,2,9,9|9|9|0|8
14856,8,False,8,2,8,8|8|0|0|8
14857,3,False,3,3,-1,3|3|8|0|8
14858,0,False,0,2,0,0|0|0|8|8
14859,3,False,3,3,-1,3|3|5|8|5
14860,9,False,9,0,9,9|9|9|9|9
14861,6,False,6,1,6,6|6|2|6|6
14862,8,False,8,0,8,8|8|8|8|8
14863,4,False,4,2,4,4|4|4|8|9
14864,1,True,3,5,3,3|3|3|8|3
14865,1,True,3,5,-1,3|3|5|8|8
14866,3,False,3,2,3,3|3|5|8|3
14867,0,True,8,5,8,8|8|8|8|6
14868,7,False,7,2,7,7|7|0|7|5
14869,3,False,3,2,3,3|3|5|5|3
14870,2,False,2,5,3,3|3|4|6|5
14871,1,False,1,3,5,1|1|5|5|5
14872,7,False,7,2,7,7|7|7|8|8
14873,1,True,7,4,-1,7|7|5|1|5
14874,1,True,9,5,9,9|9|9|5|8
14875,6,False,6,4,0,6|2|0|8|0
14876,0,False,0,3,-1,0|0|9|8|8
14877,7,False,7,3,7,7|7|0|3|5
14878,4,True,0,5,0,0|0|0|5|8
14879,1,True,3,5,-1,3|3|5|8|8
14880,0,False,0,5,6,6|6|8|5|9
14881,3,False,3,2,3,3|3|3|8|5
14882,3,False,3,1,3,3|3|3|3|5
14883,2,True,5,5,5,5|5|5|5|5
14884,2,True,1,5,1,1|1|1|8|3
14885,8,False,8,1,8,8|8|2|8|8
14886,5,False,5,0,5,5|5|5|5|5
14887,9,False,9,1,9,9|9|9|3|9
14888,4,False,4,5,2,2|2|6|8|2
14889,2,False,2,1,2,2|2|2|8|2
14890,1,False,1,2,1,1|1|8|1|3
14891,2,True,1,5,1,1|1|5|1|3
14892,4,False,4,2,4,4|4|4|8|8
14893,8,True,4,3,4,4|4|4|8|8
14894,3,True,2,5,2,2|2|2|0|8
14895,0,False,0,2,0,0|0|0|5|9
14896,2,False,2,5,4,4|4|4|8|8
14897,9,False,9,0,9,9|9|9|9|9
14898,6,False,6,2,6,6|6|8|6|8
14899,1,False,1,2,1,1|1|5|8|1
14900,6,True,9,5,9,9|9|9|7|5
14901,3,False,3,2,3,3|3|5|3|5
14902,1,False,1,3,-1,1|1|5|5|3
14903,9,False,9,3,-1,9|9|8|8|6
14904,0,False,0,2,0,0|0|0|8|8
14905,8,False,8,1,8,8|8|8|3|8
14906,0,False,0,1,0,0|0|0|9|0
14907,2,True,1,5,-1,1|1|5|8|5
14908,8,False,8,0,8,8|8|8|8|8
14909,4,False,4,1,4,4|4|4|8|4
14910,3,False,3,3,-1,3|3|4|4|8
14911,4,True,0,5,0,0|0|8|0|9
14912,7,False,7,3,7,7|7|1|0|5
14913,1,True,3,5,3,3|3|3|8|8
14914,1,True,9,5,9,9|9|9|8|9
14915,1,True,3,5,3,3|3|8|8|3
14916,1,False,1,2,1,1|1|1|8|8
14917,4,False,4,1,4,4|4|4|4|8
14918,1,False,1,1,1,1|1|8|1|1
14919,8,False,8,0,8,8|8|8|8|8
14920,8,False,8,0,8,8|8|8|8|8
14921,5,False,5,4,9,9|5|9|9|0
14922,3,True,6,4,2,2|2|3|1|8
14923,6,False,6,1,6,6|6|6|6|9
14924,7,False,7,3,-1,7|7|5|8|5
14925,2,False,2,3,8,2|2|8|8|8
14926,8,False,8,1,8,8|8|2|8|8
14927,7,False,7,5,9,9|9|9|0|0
14928,3,False,3,2,3,3|3|3|5|8
14929,4,True,0,5,0,0|0|5|0|8
14930,9,False,9,2,9,9|9|9|8|3
14931,4,True,0,5,0,0|0|5|6|0
14932,5,False,5,1,5,5|5|5|5|8
14933,4,True,0,5,0,0|0|3|0|8
14934,3,False,3,3,3,3|3|8|1|5
14935,1,True,3,5,3,3|3|7|3|8
14936,5,False,5,1,5,5|5|5|5|3
14937,5,False,5,0,5,5|5|5|5|5
14938,5,True,0,5,0,0|0|8|9|0
14939,1,False,1,3,5,1|1|5|5|5
14940,7,False,7,2,7,7|7|7|5|5
14941,9,False,9,2,9,9|9|8|9|7
14942,0,False,0,2,0,0|0|8|0|8
14943,2,False,2,3,2,2|2|0|6|8
14944,5,True,0,4,0,0|0|8|5|9
14945,6,True,9,5,7,7|7|7|8|0
14946,5,False,5,0,5,5|5|5|5|5
14947,6,True,7,5,-1,7|7|8|3|8
14948,9,False,9,2,9,9|9|9|6|8
14949,1,True,9,5,9,9|9|9|0|6
14950,1,True,2,5,-1,2|2|8|8|6
14951,7,False,7,3,7,7|7|5|6|3
14952,8,False,8,1,8,8|8|8|0|8
14953,1,True,3,5,-1,3|3|5|8|5
14954,6,False,6,1,6,6|6|6|6|8
14955,4,False,4,3,-1,4|4|0|9|9
14956,1,True,3,5,-1,3|3|5|8|5
14957,2,False,2,1,2,2|2|2|8|2
14958,4,True,6,5,6,6|6|6|8|6
14959,4,False,4,5,6,6|6|6|6|6
14960,8,False,8,1,8,8|8|6|8|8
14961,6,False,6,2,6,6|6|8|6|8
14962,3,False,3,2,3,3|3|6|5|3
14963,6,False,6,3,8,6|6|8|8|8
14964,0,False,0,2,0,0|0|9|0|9
14965,2,True,1,5,1,1|1|7|1|8
14966,2,False,2,1,2,2|2|2|2|8
14967,4,False,4,3,-1,3|4|4|8|8
14968,4,False,4,2,4,4|4|4|8|5
14969,1,False,1,3,-1,1|1|7|8|8
14970,0,False,0,3,8,0|0|8|8|8
14971,0,False,0,3,-1,0|0|8|9|9
14972,0,False,0,1,0,0|0|1|0|0
14973,7,False,7,2,7,7|7|7|3|0
14974,2,True,6,5,8,6|6|8|8|8
14975,3,False,3,2,3,3|3|3|8|7
14976,1,False,1,3,1,1|1|5|8|3
14977,7,False,7,3,7,7|7|1|5|3
14978,8,True,4,4,4,4|4|5|8|6
14979,3,False,3,2,3,3|3|8|8|3
14980,9,True,0,3,-1,9|9|5|1|5
14981,0,True,8,5,8,8|8|8|8|6
14982,5,False,5,0,5,5|5|5|5|5
14983,5,False,5,0,5,5|5|5|5|5
14984,4,False,4,2,4,4|4|6|4|8
14985,8,False,8,0,8,8|8|8|8|8
14986,0,False,0,2,0,0|0|0|8|8
14987,1,True,4,5,4,4|4|4|8|4
14988,5,False,5,1,5,5|5|5|5|6
14989,9,False,9,1,9,9|9|9|8|9
14990,4,True,6,5,6,6|6|8|6|8
14991,5,False,5,0,5,5|5|5|5|5
14992,6,False,6,4,4,4|4|8|4|6
14993,5,False,5,1,5,5|5|5|5|3
14994,3,False,3,2,3,3|3|8|8|3
14995,1,False,1,1,1,1|1|1|1|8
14996,4,False,4,3,0,4|4|0|0|0
14997,0,False,0,0,0,0|0|0|0|0
14998,5,False,5,0,5,5|5|5|5|5
14999,6,False,6,1,6,6|6|0|6|6
15000,2,False,2,3,8,2|2|8|8|8
15001,9,False,9,2,9,9|9|0|0|9
15002,2,False,2,2,2,2|2|2|8|6
15003,0,False,0,2,0,0|0|8|8|0
15004,7,False,7,2,7,7|7|0|7|8
15005,6,False,6,2,6,6|6|6|8|4
15006,9,False,9,2,9,9|9|9|0|8
15007,0,False,0,1,0,0|0|0|8|0
15008,0,False,0,3,-1,0|0|8|6|8
15009,9,False,9,2,9,9|9|8|9|5
15010,0,False,0,1,0,0|0|5|0|0
15011,5,True,0,5,-1,0|0|6|6|8
15012,9,False,9,1,9,9|9|9|8|9
15013,7,False,7,3,-1,7|5|7|0|0
15014,7,True,8,5,8,8|8|2|8|8
15015,6,False,6,5,-1,4|4|8|8|7
15016,1,True,2,5,8,2|2|8|8|8
15017,8,False,8,1,8,8|8|8|8|2
15018,3,False,3,3,-1,3|3|5|8|8
15019,4,True,6,5,6,6|6|6|8|8
15020,2,True,1,5,1,1|1|5|5|1
15021,7,False,7,2,7,7|7|7|5|8
15022,4,False,4,2,4,4|4|8|4|8
15023,5,False,5,3,-1,5|5|0|0|8
15024,2,False,2,3,8,2|2|8|8|8
15025,0,False,0,2,0,0|0|0|9|8
15026,9,False,9,3,9,9|9|5|3|0
15027,1,False,1,3,-1,1|1|8|8|2
15028,3,False,3,1,3,3|3|3|8|3
15029,0,False,0,2,0,0|0|9|9|0
15030,4,False,4,4,2,4|2|2|8|5
15031,8,False,8,1,8,8|8|8|8|9
15032,1,True,0,5,-1,3|0|3|8|8
15033,4,False,4,2,4,4|4|4|8|8
15034,0,False,0,2,0,0|0|0|3|8
15035,1,True,2,5,-1,2|2|8|7|8
15036,2,False,2,4,8,4|2|8|8|8
15037,8,True,4,2,8,4|4|8|8|8
15038,1,False,1,3,-1,1|1|5|5|8
15039,1,False,1,2,1,1|1|7|5|1
15040,4,False,4,1,4,4|4|4|8|4
15041,0,False,0,2,0,0|0|0|5|5
15042,9,False,9,3,-1,9|9|0|0|6
15043,1,False,1,2,1,1|1|1|3|5
15044,3,False,3,2,3,3|3|3|1|8
15045,1,False,1,2,1,1|1|1|5|5
15046,2,False,2,1,2,2|2|2|2|8
15047,3,False,3,3,-1,3|3|8|8|7
15048,8,False,8,1,8,8|8|8|1|8
15049,9,False,9,2,9,9|9|0|6|9
15050,3,True,6,4,6,6|3|6|6|8
15051,3,False,3,3,5,3|3|5|5|5
15052,4,True,0,5,8,0|0|8|8|8
15053,9,False,9,1,9,9|9|9|9|0
15054,4,False,4,0,4,4|4|4|4|4
15055,8,False,8,0,8,8|8|8|8|8
15056,6,True,9,5,-1,9|9|1|1|0
15057,8,False,8,0,8,8|8|8|8|8
15058,1,True,9,5,9,9|9|9|9|9
15059,1,True,6,5,6,6|6|8|6|0
15060,4,True,0,5,6,6|6|8|8|6
15061,6,False,6,5,8,4|4|8|8|8
15062,2,True,1,5,1,1|1|8|8|1
15063,0,True,8,5,8,8|8|8|8|8
15064,9,False,9,5,-1,7|7|1|5|5
15065,7,False,7,2,7,7|7|5|7|8
15066,6,True,2,5,8,2|2|8|8|8
15067,1,True,2,5,-1,2|2|6|4|6
15068,8,False,8,1,8,8|8|8|8|9
15069,9,False,9,3,9,9|9|5|3|6
15070,7,False,7,1,7,7|7|7|7|5
15071,2,False,2,2,2,2|2|2|8|8
15072,9,False,9,3,-1,9|9|8|0|0
15073,6,True,8,4,8,8|8|8|8|6
15074,1,False,1,2,1,1|1|1|3|5
15075,2,False,2,2,2,2|2|8|8|2
15076,3,False,3,2,3,3|3|3|5|5
15077,8,True,4,5,4,4|4|6|4|6
15078,4,True,3,5,3,3|3|8|5|3
15079,2,True,5,5,5,5|5|5|0|5
15080,0,False,0,2,0,0|0|0|5|9
15081,9,False,9,3,9,9|9|0|3|7
15082,0,False,0,2,0,0|0|0|1|8
15083,4,True,0,5,0,0|0|9|6|0
15084,4,True,9,5,9,9|9|9|0|6
15085,5,True,0,5,-1,0|0|8|9|9
15086,2,False,2,3,8,2|2|8|8|8
15087,8,False,8,0,8,8|8|8|8|8
15088,3,False,3,1,3,3|3|3|3|5
15089,2,True,5,5,5,5|5|0|5|3
15090,5,False,5,0,5,5|5|5|5|5
15091,7,False,7,3,7,7|7|1|5|3
15092,1,True,3,5,-1,0|4|3|8|6
15093,2,True,5,5,5,5|5|5|5|5
15094,1,False,1,2,1,1|1|1|7|5
15095,1,False,1,2,1,1|1|1|8|8
15096,5,False,5,0,5,5|5|5|5|5
15097,4,False,4,2,4,4|4|4|0|9
15098,4,True,0,5,0,0|0|0|0|9
15099,0,False,0,2,0,0|0|5|5|0
15100,1,True,3,3,-1,1|1|5|8|8
15101,6,False,6,2,6,6|6|0|9|6
15102,1,True,6,5,8,6|6|8|8|8
15103,6,True,2,5,8,2|2|8|8|8
15104,8,False,8,0,8,8|8|8|8|8
15105,1,False,1,3,-1,1|1|7|5|7
15106,9,False,9,1,9,9|9|9|9|5
15107,1,False,1,1,1,1|1|1|1|5
15108,3,False,3,3,-1,3|3|8|2|8
15109,2,True,4,5,4,4|4|0|8|6
15110,9,False,9,2,9,9|9|6|6|9
15111,0,False,0,2,0,0|0|5|0|8
15112,8,False,8,2,8,8|8|0|6|8
15113,1,True,3,5,-1,3|3|8|5|8
15114,4,True,0,5,8,0|0|8|8|8
15115,5,False,5,1,5,5|5|5|5|0
15116,6,False,6,2,6,6|6|9|6|0
15117,6,False,6,2,6,6|6|2|0|6
15118,3,False,3,3,8,3|3|8|8|8
15119,5,True,0,5,8,0|0|8|8|8
15120,5,False,5,0,5,5|5|5|5|5
15121,4,True,6,5,6,6|6|8|6|6
15122,0,False,0,3,0,0|0|3|8|6
15123,4,False,4,1,4,4|4|4|8|4
15124,1,False,1,5,8,3|3|8|8|8
15125,1,True,7,5,7,7|7|7|5|5
15126,6,False,6,3,-1,6|6|0|8|8
15127,0,False,0,3,-1,0|0|8|6|6
15128,7,False,7,3,-1,7|7|5|3|5
15129,6,False,6,2,6,6|6|5|8|6
15130,6,False,6,3,-1,4|6|8|6|8
15131,3,False,3,2,3,3|3|5|3|0
15132,7,False,7,3,5,7|7|5|5|5
15133,5,True,7,5,-1,7|7|3|3|1
15134,8,False,8,0,8,8|8|8|8|8
15135,7,False,7,2,7,7|7|5|5|7
15136,0,False,0,1,0,0|0|0|8|0
15137,3,False,3,4,-1,3|4|4|8|8
15138,4,False,4,2,4,4|4|8|4|8
15139,7,False,7,3,-1,7|7|5|3|5
15140,4,False,4,2,4,4|4|8|4|8
15141,8,False,8,1,8,8|8|8|8|0
15142,1,False,1,1,1,1|1|5|1|1
15143,3,False,3,2,3,3|3|5|3|8
15144,6,False,6,5,0,0|0|0|8|8
15145,2,False,2,3,-1,2|2|8|8|6
15146,0,False,0,2,0,0|0|0|8|5
15147,3,False,3,2,3,3|3|3|8|0
15148,8,True,4,5,4,4|4|4|4|6
15149,6,False,6,3,8,6|6|8|8|8
15150,2,False,2,3,2,2|2|0|6|8
15151,3,False,3,1,3,3|3|3|3|8
15152,8,False,8,1,8,8|8|0|8|8
15153,6,True,5,5,5,5|5|5|5|5
15154,5,False,5,1,5,5|5|5|5|0
15155,0,False,0,1,0,0|0|0|0|8
15156,5,False,5,0,5,5|5|5|5|5
15157,2,False,2,2,2,2|2|2|8|6
15158,7,False,7,1,7,7|7|7|7|3
15159,9,False,9,1,9,9|9|9|9|8
15160,7,False,7,2,7,7|7|7|8|8
15161,6,False,6,3,-1,6|6|4|8|8
15162,5,False,5,1,5,5|5|0|5|5
15163,9,False,9,2,9,9|9|9|8|8
15164,0,False,0,0,0,0|0|0|0|0
15165,5,False,5,0,5,5|5|5|5|5
15166,1,False,1,2,1,1|1|8|1|8
15167,7,False,7,3,7,7|7|5|8|3
15168,7,False,7,2,7,7|7|7|8|3
15169,7,False,7,3,7,7|7|5|1|3
15170,2,False,2,3,-1,2|2|8|0|8
15171,0,False,0,0,0,0|0|0|0|0
15172,8,False,8,2,8,8|8|8|2|2
15173,5,False,5,3,-1,5|5|1|3|1
15174,1,False,1,3,-1,1|1|5|3|5
15175,3,False,3,3,5,3|3|5|5|5
15176,9,False,9,0,9,9|9|9|9|9
15177,2,False,2,3,8,2|2|8|8|8
15178,3,False,3,1,3,3|3|3|8|3
15179,1,True,7,5,7,7|7|7|8|5
15180,8,True,4,5,4,4|4|6|4|6
15181,3,False,3,3,3,3|3|8|5|7
15182,1,True,7,5,7,7|7|7|3|8
15183,0,False,0,4,3,3|3|8|0|3
15184,5,True,0,5,0,0|0|0|0|8
15185,3,False,3,3,3,3|3|8|0|1
15186,8,False,8,1,8,8|8|0|8|8
15187,2,True,1,5,-1,1|1|5|8|5
15188,0,False,0,2,0,0|0|0|3|9
15189,6,False,6,3,-1,6|4|6|8|4
15190,1,True,7,5,7,7|7|7|7|3
15191,8,False,8,1,8,8|8|8|0|8
15192,5,False,5,0,5,5|5|5|5|5
15193,0,False,0,2,0,0|0|8|0|8
15194,6,False,6,0,6,6|6|6|6|6
15195,9,False,9,3,-1,9|9|0|5|0
15196,3,False,3,2,3,3|3|3|8|5
15197,2,False,2,3,8,2|2|8|8|8
15198,0,False,0,2,0,0|0|5|0|8
15199,0,False,0,3,-1,0|0|5|9|5
15200,9,False,9,2,9,9|9|0|9|0
15201,7,False,7,3,-1,7|7|1|5|5
15202,5,True,7,5,7,7|7|1|3|7
15203,3,False,3,1,3,3|3|7|3|3
15204,4,False,4,3,8,4|4|8|8|8
15205,1,True,9,5,-1,9|9|5|5|0
15206,1,False,1,1,1,1|1|1|1|3
15207,6,False,6,0,6,6|6|6|6|6
15208,5,False,5,1,5,5|5|5|3|5
15209,8,False,8,2,8,0|8|8|6|8
15210,9,False,9,3,-1,9|9|0|8|8
15211,3,False,3,1,3,3|3|3|3|0
15212,5,False,5,0,5,5|5|5|5|5
15213,2,True,5,5,5,5|5|5|5|5
15214,7,False,7,5,9,9|9|9|5|0
15215,6,True,8,5,8,8|8|8|8|8
15216,2,True,1,5,1,1|1|5|8|3
